assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
7323862,176881,Eriocaulon kanarense,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,ERIOCAULACEAE,Eriocaulon,kanarense,,,,"Punekar, Watve &amp; Lakshmin.",Least Concern,,3.1,Stable,Global
7324052,176882,Eriocaulon sedgwickii,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,ERIOCAULACEAE,Eriocaulon,sedgwickii,,,,Fyson,Least Concern,,3.1,Decreasing,Global
7324342,176883,Fimbristylis nutans,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Fimbristylis,nutans,,,,(Retz.) Vahl,Least Concern,,3.1,Stable,Global
7324632,176886,Murdannia esculenta,PLANTAE,TRACHEOPHYTA,COMMELINALES,LILIOPSIDA,COMMELINACEAE,Murdannia,esculenta,,,,(Wall. ex C.B.Clarke) R.S.Rao &amp; Kammathy,Least Concern,,3.1,Unknown,Global
7324805,176887,Cyperus paniceus,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Cyperus,paniceus,,,,(Rottb.) Boeckeler,Least Concern,,3.1,Stable,Global
7325372,176889,Bacopa hamiltoniana,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,PLANTAGINACEAE,Bacopa,hamiltoniana,,,,(Benth.) Wettst. ,Least Concern,,3.1,Stable,Global
7325676,176890,Podostemum munnarense,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,PODOSTEMACEAE,Podostemum,munnarense,,,,(Nagendran &amp; Arekal) C.J. Mathew &amp; Satheesh,Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global
7325869,176891,Trichophorum subcapitatum,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Trichophorum,subcapitatum,,,,(Thwaites &amp; Hook.) D.A.Simpson,Least Concern,,3.1,Unknown,Global
7326273,176893,Fimbristylis salbundia,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Fimbristylis,salbundia,,,,(Nees) Kunth,Least Concern,,3.1,Unknown,Global
7326544,176894,Utricularia cecilii,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,LENTIBULARIACEAE,Utricularia,cecilii,,,,P.Taylor,Endangered,"B1ab(i,ii,iii)+2ab(i,ii,iii)",3.1,Unknown,Global
7326801,176897,Nitella mucronata,PLANTAE,CHAROPHYTA,CHARALES,CHAROPHYACEAE,CHARACEAE,Nitella,mucronata,,,,(A.Braun) Miq.,Least Concern,,3.1,Unknown,Global
7327420,176901,Lobelia alsinoides,PLANTAE,TRACHEOPHYTA,ASTERALES,MAGNOLIOPSIDA,CAMPANULACEAE,Lobelia,alsinoides,,,,Lam.,Least Concern,,3.1,Unknown,Global
7329230,176906,Queenslandiella hyalina,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Queenslandiella,hyalina,,,,(Vahl) Ballard,Least Concern,,3.1,Stable,Global
7329467,176908,Cyperus clarkei,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Cyperus,clarkei,,,,T.Cooke,Least Concern,,3.1,Unknown,Global
7329697,176911,Cyperus diffusus,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Cyperus,diffusus,,,,Vahl,Least Concern,,3.1,Unknown,Global
7329907,176912,Rotala serpyllifolia,PLANTAE,TRACHEOPHYTA,MYRTALES,MAGNOLIOPSIDA,LYTHRACEAE,Rotala,serpyllifolia,,,,(Roth) Bremek. ,Least Concern,,3.1,Unknown,Global
7330107,176913,Parochetus communis,PLANTAE,TRACHEOPHYTA,FABALES,MAGNOLIOPSIDA,FABACEAE,Parochetus,communis,,,,D.Don,Least Concern,,3.1,Unknown,Global
7330519,176914,Fuirena swamyi,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Fuirena,swamyi,,,,Govind.,Vulnerable,D2,3.1,Decreasing,Global
7330750,176918,Hydrocotyle conferta,PLANTAE,TRACHEOPHYTA,APIALES,MAGNOLIOPSIDA,APIACEAE,Hydrocotyle,conferta,,,,Wight,Endangered,"B2ab(ii,iii)",3.1,Decreasing,Global
7331073,176919,Eriocaulon rouxianum,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,ERIOCAULACEAE,Eriocaulon,rouxianum,,,,Steud.,Critically Endangered,"B1ab(ii,iii)+2ab(ii,iii)",3.1,Decreasing,Global
7331625,176923,Fimbristylis ovata,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Fimbristylis,ovata,,,,(Burm.f.) J.Kern,Least Concern,,3.1,Stable,Global
7332226,176924,Clinopodium capitellatum,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,LAMIACEAE,Clinopodium,capitellatum,,,,(Benth.) Kuntze,Least Concern,,3.1,Stable,Global
7332417,176925,Eragrostis unioloides,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,POACEAE,Eragrostis,unioloides,,,,(Retz.) Nees ex Steud.,Least Concern,,3.1,Increasing,Global
7333210,176928,Bolbitis subcrenata,PLANTAE,TRACHEOPHYTA,POLYPODIALES,POLYPODIOPSIDA,DRYOPTERIDACEAE,Bolbitis,subcrenata,,,,(Hook &amp; Grev.) Ching,Least Concern,,3.1,Stable,Global
7333405,176929,Vandellia anagallis,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,LINDERNIACEAE,Vandellia,anagallis,,,,(Burm.f.) T.Yamaz.,Least Concern,,3.1,Unknown,Global
7333795,176932,Justicia quinqueangularis,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,ACANTHACEAE,Justicia,quinqueangularis,,,,J. König ex Roxb.,Least Concern,,3.1,Unknown,Global
7334059,176933,Eriocaulon ritchieanum,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,ERIOCAULACEAE,Eriocaulon,ritchieanum,,,,Ruhland,Least Concern,,3.1,Unknown,Global
7334242,176936,Ischaemum molle,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,POACEAE,Ischaemum,molle,,,,Hook.f.,Least Concern,,3.1,Unknown,Global
7334450,176937,Polypleurum dichotomum,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,PODOSTEMACEAE,Polypleurum,dichotomum,,,,(Gardner) J.B.Hall,Least Concern,,3.1,Unknown,Global
7334627,176938,Zeylanidium barberi,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,PODOSTEMACEAE,Zeylanidium,barberi,,,,(Willis) C.Cusset,Least Concern,,3.1,Unknown,Global
7334796,176939,Bonnaya ciliata,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,LINDERNIACEAE,Bonnaya,ciliata,,,,(Colsm.) Spreng.,Least Concern,,3.1,Unknown,Global
7335196,176940,Nitella oligospira,PLANTAE,CHAROPHYTA,CHARALES,CHAROPHYACEAE,CHARACEAE,Nitella,oligospira,,,,A.Braun,Least Concern,,3.1,Unknown,Global
7335378,176942,Isachne meeboldii,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,POACEAE,Isachne,meeboldii,,,,C.E.C.Fisch. ,Critically Endangered,"B2ab(i,ii,iii)",3.1,Unknown,Global
7335606,176943,Microcarpaea minima,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,PHRYMACEAE,Microcarpaea,minima,,,,(Retz.) Merr.,Least Concern,,3.1,Unknown,Global
7335884,176946,Fimbristylis pubisquama,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Fimbristylis,pubisquama,,,,J.Kern,Least Concern,,3.1,Unknown,Global
7336129,176948,Utricularia smithiana,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,LENTIBULARIACEAE,Utricularia,smithiana,,,,Wight,Least Concern,,3.1,Unknown,Global
7336295,176949,Persicaria dichotoma,PLANTAE,TRACHEOPHYTA,CARYOPHYLLALES,MAGNOLIOPSIDA,POLYGONACEAE,Persicaria,dichotoma,,,,(Blume) Masam.,Least Concern,,3.1,Unknown,Global
7336609,176950,Murdannia semiteres,PLANTAE,TRACHEOPHYTA,COMMELINALES,LILIOPSIDA,COMMELINACEAE,Murdannia,semiteres,,,,(Dalzell) Santapau,Least Concern,,3.1,Stable,Global
7336948,176951,Cyperus mitis,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Cyperus,mitis,,,,Steud.,Least Concern,,3.1,Stable,Global
7337178,176953,Aniseia martinicensis,PLANTAE,TRACHEOPHYTA,SOLANALES,MAGNOLIOPSIDA,CONVOLVULACEAE,Aniseia,martinicensis,,,,(Jacq.) Choisy,Least Concern,,3.1,Unknown,Global
7337738,176954,Indotristicha tirunelveliana,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,PODOSTEMACEAE,Indotristicha,tirunelveliana,,,,"B.D.Sharma, Karthik. &amp; B.V.Shetty",Near Threatened,,3.1,Unknown,Global
7337925,176955,Hydrocotyle javanica,PLANTAE,TRACHEOPHYTA,APIALES,MAGNOLIOPSIDA,APIACEAE,Hydrocotyle,javanica,,,,Thunb.,Least Concern,,3.1,Unknown,Global
7338208,176956,Merremia gangetica,PLANTAE,TRACHEOPHYTA,SOLANALES,MAGNOLIOPSIDA,CONVOLVULACEAE,Merremia,gangetica,,,,(L.) Cufod.,Least Concern,,3.1,Stable,Global
7338671,176957,Phragmites vallatorius,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,POACEAE,Phragmites,vallatorius,,,,(Pluk. ex L.) Veldkamp,Least Concern,,3.1,Stable,Global
7339115,176958,Farmeria indica,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,PODOSTEMACEAE,Farmeria,indica,,,,Willis,Endangered,"B1ab(i,ii,iii)+2ab(i,ii,iii)",3.1,Decreasing,Global
7339431,176959,Fuirena tuwensis,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Fuirena,tuwensis,,,,M.B.Deshp. &amp; Shah,Least Concern,,3.1,Unknown,Global
7339677,176960,Ammannia octandra,PLANTAE,TRACHEOPHYTA,MYRTALES,MAGNOLIOPSIDA,LYTHRACEAE,Ammannia,octandra,,,,L.f. ,Least Concern,,3.1,Unknown,Global
7339884,176961,Cyperus pangorei,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Cyperus,pangorei,,,,Rottb.,Least Concern,,3.1,Unknown,Global
7340947,176963,Yamazakia pusilla,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,LINDERNIACEAE,Yamazakia,pusilla,,,,"(Willd.) W.R.Barker, Y.S.Liang &amp; Wannan",Least Concern,,3.1,Stable,Global
7341819,176965,Eriocaulon fluviatile,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,ERIOCAULACEAE,Eriocaulon,fluviatile,,,,Trimen,Least Concern,,3.1,Stable,Global
7342463,176969,Rotala malabarica,PLANTAE,TRACHEOPHYTA,MYRTALES,MAGNOLIOPSIDA,LYTHRACEAE,Rotala,malabarica,,,,"Pradeep  , K.T.Joseph &amp;  Sivar.",Critically Endangered,"B1ab(i,ii,iii)+2ab(i,ii,iii)",3.1,Decreasing,Global
7342730,176970,Murdannia pauciflora,PLANTAE,TRACHEOPHYTA,COMMELINALES,LILIOPSIDA,COMMELINACEAE,Murdannia,pauciflora,,,,(G.Brückn.) G.Brückn.,Least Concern,,3.1,Unknown,Global
7343462,176973,Persicaria attenuata,PLANTAE,TRACHEOPHYTA,CARYOPHYLLALES,MAGNOLIOPSIDA,POLYGONACEAE,Persicaria,attenuata,,,,(R.Br.) Soják,Least Concern,,3.1,Unknown,Global
7343623,176975,Polypleurum wallichii,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,PODOSTEMACEAE,Polypleurum,wallichii,,,,(R.Br. ex Griff.) Warm.,Least Concern,,3.1,Unknown,Global
7343817,176979,Rotala verticillaris,PLANTAE,TRACHEOPHYTA,MYRTALES,MAGNOLIOPSIDA,LYTHRACEAE,Rotala,verticillaris,,,,L.,Least Concern,,3.1,Unknown,Global
7344032,176980,Eriocaulon sivarajanii,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,ERIOCAULACEAE,Eriocaulon,sivarajanii,,,,R.Ansari &amp; N.P.Balakr.,Critically Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
7344241,176981,Ammannia nagpurensis,PLANTAE,TRACHEOPHYTA,MYRTALES,MAGNOLIOPSIDA,LYTHRACEAE,Ammannia,nagpurensis,,,,T.Mathew &amp; M.P.Nayar ,Endangered,"B1ab(ii,iii)+2ab(ii,iii)",3.1,Unknown,Global
7344470,176983,Paspalidium punctatum,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,POACEAE,Paspalidium,punctatum,,,,(Burm.) A.Camus,Least Concern,,3.1,Stable,Global
7344846,176985,Elaphoglossum beddomei,PLANTAE,TRACHEOPHYTA,POLYPODIALES,POLYPODIOPSIDA,DRYOPTERIDACEAE,Elaphoglossum,beddomei,,,,Sledge,Least Concern,,3.1,Stable,Global
7345023,176986,Bonnayodes limnophiloides,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,PLANTAGINACEAE,Bonnayodes,limnophiloides,,,,Blatt. &amp; Hallb. ,Data Deficient,,3.1,Unknown,Global
7345210,176987,Pycreus stramineus,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Pycreus,stramineus,,,,C.B.Clarke,Least Concern,,3.1,Stable,Global
7346006,176990,Floscopa scandens,PLANTAE,TRACHEOPHYTA,COMMELINALES,LILIOPSIDA,COMMELINACEAE,Floscopa,scandens,,,,Lour.,Least Concern,,3.1,Unknown,Global
7346349,176993,Eriocaulon stellulatum,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,ERIOCAULACEAE,Eriocaulon,stellulatum,,,,Körn.,Least Concern,,3.1,Unknown,Global
7346547,176994,Eriocaulon xeranthemum,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,ERIOCAULACEAE,Eriocaulon,xeranthemum,,,,Mart.,Least Concern,,3.1,Unknown,Global
7346947,176997,Polygonum pubescens,PLANTAE,TRACHEOPHYTA,CARYOPHYLLALES,MAGNOLIOPSIDA,POLYGONACEAE,Polygonum,pubescens,,,,Blume,Least Concern,,3.1,Unknown,Global
7347276,176998,Cyperus zollingeri,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Cyperus,zollingeri,,,,Steud.,Least Concern,,3.1,Stable,Global
7347513,176999,Isachne elegans,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,POACEAE,Isachne,elegans,,,,Dalzell,Least Concern,,3.1,Unknown,Global
7348346,177000,Eriocaulon hookerianum,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,ERIOCAULACEAE,Eriocaulon,hookerianum,,,,Stapf,Least Concern,,3.1,Unknown,Global
7348539,177059,Coelachne perpusilla,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,POACEAE,Coelachne,perpusilla,,,,(Nees ex Steud.) Thwaites,Least Concern,,3.1,Unknown,Global
7348786,177058,Eleocharis spiralis,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Eleocharis,spiralis,,,,(Rottb.) Roem. &amp; Schult.,Least Concern,,3.1,Stable,Global
7349155,177003,Anthoxanthum borii,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,POACEAE,Anthoxanthum,borii,,,,S.K.Jain &amp; Pal,Near Threatened,,3.1,Unknown,Global
7349437,177072,Lipocarpha gracilis,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Lipocarpha,gracilis,,,,(Rich. ex Pers.) Nees,Least Concern,,3.1,Stable,Global
7350692,177008,Bolbitis semicordata,PLANTAE,TRACHEOPHYTA,POLYPODIALES,POLYPODIOPSIDA,DRYOPTERIDACEAE,Bolbitis,semicordata,,,,(Moore) Ching,Least Concern,,3.1,Unknown,Global
7350874,177075,Cyanotis arcotensis,PLANTAE,TRACHEOPHYTA,COMMELINALES,LILIOPSIDA,COMMELINACEAE,Cyanotis,arcotensis,,,,R.S.Rao,Least Concern,,3.1,Unknown,Global
7351310,177076,Indotristicha ramosissima,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,PODOSTEMACEAE,Indotristicha,ramosissima,,,,(Wight) P.Royen,Least Concern,,3.1,Unknown,Global
7351534,177077,Lobelia heyneana,PLANTAE,TRACHEOPHYTA,ASTERALES,MAGNOLIOPSIDA,CAMPANULACEAE,Lobelia,heyneana,,,,Schult.,Least Concern,,3.1,Unknown,Global
7351823,177079,Leptochilus decurrens,PLANTAE,TRACHEOPHYTA,POLYPODIALES,POLYPODIOPSIDA,POLYPODIACEAE,Leptochilus,decurrens,,,,Blume,Least Concern,,3.1,Unknown,Global
7352160,177013,Isachne pulchella,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,POACEAE,Isachne,pulchella,,,,Roth,Least Concern,,3.1,Stable,Global
7352512,177080,Nitella terrestris,PLANTAE,CHAROPHYTA,CHARALES,CHAROPHYACEAE,CHARACEAE,Nitella,terrestris,,,,M.O.P. Iyengar,Least Concern,,3.1,Unknown,Global
7352673,177081,Eriocaulon peninsulare,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,ERIOCAULACEAE,Eriocaulon,peninsulare,,,,Punekar &amp; Lakshmin.,Least Concern,,3.1,Unknown,Global
7352855,177082,Fuirena cuspidata,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Fuirena,cuspidata,,,,(Roth) Kunth,Least Concern,,3.1,Stable,Global
7353063,177016,Moonia heterophylla,PLANTAE,TRACHEOPHYTA,ASTERALES,MAGNOLIOPSIDA,ASTERACEAE,Moonia,heterophylla,,,,Arn.,Near Threatened,,3.1,Unknown,Global
7353335,177083,Eriocaulon balakrishnanii,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,ERIOCAULACEAE,Eriocaulon,balakrishnanii,,,,"Punekar, Lakshmin. &amp; Vasudeva Rao",Least Concern,,3.1,Unknown,Global
7353818,177084,Leptochloa neesii,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,POACEAE,Leptochloa,neesii,,,,(Thwaites) Benth. ,Least Concern,,3.1,Unknown,Global
7354048,177085,Murdannia vaginata,PLANTAE,TRACHEOPHYTA,COMMELINALES,LILIOPSIDA,COMMELINACEAE,Murdannia,vaginata,,,,(L.) G.Brückn.,Least Concern,,3.1,Unknown,Global
7354354,177019,Rotala occultiflora,PLANTAE,TRACHEOPHYTA,MYRTALES,MAGNOLIOPSIDA,LYTHRACEAE,Rotala,occultiflora,,,,Koehne ,Least Concern,,3.1,Unknown,Global
7354542,177086,Dimeria ornithopoda,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,POACEAE,Dimeria,ornithopoda,,,,Trin.,Least Concern,,3.1,Decreasing,Global
7354858,177087,Dopatrium nudicaule,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,PLANTAGINACEAE,Dopatrium,nudicaule,,,,Benth.,Least Concern,,3.1,Unknown,Global
7355050,177020,Fimbristylis merrillii,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Fimbristylis,merrillii,,,,J.Kern,Least Concern,,3.1,Unknown,Global
7355325,177088,Utricularia albocaerulea,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,LENTIBULARIACEAE,Utricularia,albocaerulea,,,,Dalzell,Vulnerable,"B1ab(i,ii,iii)+2ab(i,ii,iii)",3.1,Unknown,Global
7355547,177021,Isoetes udupiensis,PLANTAE,TRACHEOPHYTA,ISOETALES,LYCOPODIOPSIDA,ISOETACEAE,Isoetes,udupiensis,,,,"P.K.Shukla, G.K.Srivast., S.K.Shukla &amp; P.K.Rajagopal",Data Deficient,,3.1,Stable,Global
7355810,177089,Eleocharis congesta,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Eleocharis,congesta,,,,D.Don,Least Concern,,3.1,Stable,Global
7356344,177022,Lindernia hyssopoides,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,LINDERNIACEAE,Lindernia,hyssopoides,,,,(L.) Haines,Least Concern,,3.1,Unknown,Global
7356677,177090,Carex myosurus,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Carex,myosurus,,,,Nees,Least Concern,,3.1,Unknown,Global
7356925,177024,Elaphoglossum angulatum,PLANTAE,TRACHEOPHYTA,POLYPODIALES,POLYPODIOPSIDA,DRYOPTERIDACEAE,Elaphoglossum,angulatum,,,,(Blume) T.Moore,Data Deficient,,3.1,Unknown,Global
7358230,177092,Eriocaulon nepalense,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,ERIOCAULACEAE,Eriocaulon,nepalense,,,,Prescott ex Bong.,Least Concern,,3.1,Unknown,Global
7358446,177026,Fuirena uncinata,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Fuirena,uncinata,,,,(Willd.) Kunth,Least Concern,,3.1,Stable,Global
7359446,177027,Hygrophila balsamica,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,ACANTHACEAE,Hygrophila,balsamica,,,,(L.f.) E.Hossain,Least Concern,,3.1,Unknown,Global
7359653,177094,Sacciolepis myosuroides,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,POACEAE,Sacciolepis,myosuroides,,,,(R.Br.) A.Camus,Least Concern,,3.1,Stable,Global
7360672,177096,Lobelia zeylanica,PLANTAE,TRACHEOPHYTA,ASTERALES,MAGNOLIOPSIDA,CAMPANULACEAE,Lobelia,zeylanica,,,,L.,Least Concern,,3.1,Unknown,Global
7361198,177097,Hydrobryopsis sessilis,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,PODOSTEMACEAE,Hydrobryopsis,sessilis,,,,(Willis) Engl.,Least Concern,,3.1,Unknown,Global
7361424,177030,Cyathocline lutea,PLANTAE,TRACHEOPHYTA,ASTERALES,MAGNOLIOPSIDA,ASTERACEAE,Cyathocline,lutea,,,,Law ex Wight,Least Concern,,3.1,Stable,Global
7361702,177031,Chionachne gigantea,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,POACEAE,Chionachne,gigantea,,,,(J.Koenig) Veldkamp,Least Concern,,3.1,Unknown,Global
7362051,177032,Eriocaulon duthiei,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,ERIOCAULACEAE,Eriocaulon,duthiei,,,,Hook.f.,Least Concern,,3.1,Unknown,Global
7362308,177033,Eriocaulon barbeyanum,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,ERIOCAULACEAE,Eriocaulon,barbeyanum,,,,Ruhland,Near Threatened,,3.1,Unknown,Global
7362500,177100,Dimeria hohenackeri,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,POACEAE,Dimeria,hohenackeri,,,,Hochst. ex Miq.,Endangered,"B2ab(ii,iii,iv,v)",3.1,Decreasing,Global
7362830,177034,Polypleurum filifolium,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,PODOSTEMACEAE,Polypleurum,filifolium,,,,(Ramam. &amp; J.Joseph) A.S.Rao &amp; Hajra,Vulnerable,"B1ab(iii,v)+2ab(iii,v)",3.1,Unknown,Global
7363037,177101,Nesaea brevipes,PLANTAE,TRACHEOPHYTA,MYRTALES,MAGNOLIOPSIDA,LYTHRACEAE,Nesaea,brevipes,,,,Koehne ,Least Concern,,3.1,Stable,Global
7363275,177035,Hygrophila quadrivalvis,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,ACANTHACEAE,Hygrophila,quadrivalvis,,,,(Buch.-Ham.) Nees,Least Concern,,3.1,Unknown,Global
7363493,177036,Carex maculata,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Carex,maculata,,,,Boott,Least Concern,,3.1,Unknown,Global
7363762,177037,Hygrophila madurensis,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,ACANTHACEAE,Hygrophila,madurensis,,,,(N.P.Balakr. &amp; Subram.) Karthik. &amp; Moorthy,Critically Endangered,"B1ab(ii,iii)+2ab(ii,iii); D",3.1,Decreasing,Global
7363979,177104,Eriocaulon talbotii,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,ERIOCAULACEAE,Eriocaulon,talbotii,,,,R.Ansari &amp; N.P.Balakr.,Least Concern,,3.1,Unknown,Global
7364172,177038,Eleocharis swamyi,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Eleocharis,swamyi,,,,Govind.,Data Deficient,,3.1,Unknown,Global
7364350,177039,Yamazakia viscosa,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,LINDERNIACEAE,Yamazakia,viscosa,,,,"(Hornem.) W.R.Barker, Y.S.Liang &amp; Wannan",Least Concern,,3.1,Unknown,Global
7364695,177108,Eriocaulon fysonii,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,ERIOCAULACEAE,Eriocaulon,fysonii,,,,R.Ansari &amp; N.P.Balakr.,Least Concern,,3.1,Stable,Global
7365321,177109,Bothriochloa pseudischaemum,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,POACEAE,Bothriochloa,pseudischaemum,,,,(Nees ex Steud.) Henrard,Least Concern,,3.1,Stable,Global
7365928,177043,Fimbristylis crystallina,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Fimbristylis,crystallina,,,,Govind.,Endangered,B2ab(iii),3.1,Unknown,Global
7366131,177110,Acrostichum aureum,PLANTAE,TRACHEOPHYTA,POLYPODIALES,POLYPODIOPSIDA,PTERIDACEAE,Acrostichum,aureum,,,,L.,Least Concern,,3.1,Stable,Global
7366760,177044,Murdannia lanceolata,PLANTAE,TRACHEOPHYTA,COMMELINALES,LILIOPSIDA,COMMELINACEAE,Murdannia,lanceolata,,,,(Wight) Kammathy,Vulnerable,D2,3.1,Unknown,Global
7367272,177045,Zeylanidium olivaceum,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,PODOSTEMACEAE,Zeylanidium,olivaceum,,,,(Gardner) Engl.,Least Concern,,3.1,Unknown,Global
7367451,177046,Cyanotis papilionacea,PLANTAE,TRACHEOPHYTA,COMMELINALES,LILIOPSIDA,COMMELINACEAE,Cyanotis,papilionacea,,,,(Burm.f.) Schult. &amp; Schult.f.,Least Concern,,3.1,Unknown,Global
7367632,177113,Eriocaulon conicum,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,ERIOCAULACEAE,Eriocaulon,conicum,,,,(Fyson) C.E.C.Fisch.,Least Concern,,3.1,Unknown,Global
